answer,rt,expName,participant,contrast,language,item,experimentType,word,contrast_location,moras,prof
1,1.566,lex,l2_17,v,l2,44,online,isei,2,3,N3
1,1.741,lex,l2_17,v,l2,45,online,biiru,1,3,N3
1,2.373,lex,l2_17,v,l2,46,online,yuuri,1,3,N3
0,9.158,lex,l2_17,a,l2,47,online,haSHI,2,2,N3
1,2.244,lex,l2_17,v,l2,48,online,kado,1,2,N3
1,11.032,lex,l2_17,a,l2,49,online,KAmi,1,2,N3
1,3.074,lex,l2_17,s,l2,50,online,kankoku,1,4,N3
1,1.572,lex,l2_17,v,l2,51,online,tousho,1,3,N3
1,2.365,lex,l2_17,a,l2,52,online,oKU,2,2,N3
1,6.724,lex,l2_17,s,l2,53,online,kinkou,1,4,N3
1,3.342,lex,l2_17,a,l2,54,online,kuRASU,2,3,N3
1,2.426,lex,l2_17,s,l2,55,online,ginkou,1,4,N3
1,1.629,lex,l2_17,v,l2,56,online,seito,1,3,N3
1,4.702,lex,l2_17,s,l2,57,online,gantan,1,4,N3
1,2.445,lex,l2_17,a,l2,58,online,iCHI,2,2,N3
1,2.538,lex,l2_17,s,l2,59,online,gakkou,1,4,N3
1,1.432,lex,l2_17,s,l2,60,online,kenkou,1,4,N3
1,1.426,lex,l2_18,v,l2,1,online,sayuu,2,3,N1
1,3.254,lex,l2_18,a,l2,2,online,Oku,1,2,N1
1,1.448,lex,l2_18,s,l2,3,online,kaki,1,2,N1
1,1.95,lex,l2_18,v,l2,4,online,rika,2,2,N1
0,16.265,lex,l2_18,s,l2,5,online,kaikoku,1,4,N1
1,4.295,lex,l2_18,a,l2,6,online,aME,2,2,N1
1,5.638,lex,l2_18,v,l2,7,online,kaado,1,3,N1
1,1.315,lex,l2_18,a,l2,8,online,HAshi,1,2,N1
1,1.178,lex,l2_18,a,l2,9,online,Kaeru,1,3,N1
1,4.307,lex,l2_18,s,l2,10,online,garasu,1,3,N1
1,1.689,lex,l2_18,v,l2,11,online,biru,1,2,N1
1,1.313,lex,l2_18,v,l2,12,online,tosho,1,2,N1
1,1.654,lex,l2_18,v,l2,13,online,katou,2,3,N1
1,3.02,lex,l2_18,v,l2,14,online,yuri,1,2,N1
1,3.174,lex,l2_18,v,l2,15,online,ise,2,2,N1
1,1.047,lex,l2_18,a,l2,16,online,kaERU,2,3,N1
1,5.743,lex,l2_18,s,l2,17,online,genkou,1,4,N1
1,2.753,lex,l2_18,a,l2,18,online,Ishi,1,2,N1
1,10.625,lex,l2_18,a,l2,19,online,Ichi,1,2,N1
1,4.194,lex,l2_18,a,l2,20,online,saKE,2,2,N1
1,1.133,lex,l2_18,a,l2,21,online,kaMI,2,2,N1
1,2.136,lex,l2_18,s,l2,22,online,kaado,1,3,N1
1,3.941,lex,l2_18,v,l2,23,online,kato,2,2,N1
1,2.268,lex,l2_18,v,l2,24,online,seto,1,2,N1
1,1.371,lex,l2_18,v,l2,25,online,rikaa,2,3,N1
1,1.833,lex,l2_18,s,l2,26,online,kakkou,1,4,N1
1,3.179,lex,l2_18,a,l2,27,online,KUrasu,1,3,N1
1,5.621,lex,l2_18,s,l2,28,online,kantan,1,4,N1
1,3.347,lex,l2_18,s,l2,29,online,gaikoku,1,4,N1
0,6.783,lex,l2_18,a,l2,30,online,Ame,1,2,N1
1,1.046,lex,l2_18,s,l2,31,online,kangoku,1,4,N1
1,3.901,lex,l2_18,a,l2,32,online,iSHI,2,2,N1
1,1.47,lex,l2_18,a,l2,33,online,NIhon,1,3,N1
1,1.43,lex,l2_18,s,l2,34,online,karasu,1,3,N1
1,2.247,lex,l2_18,v,l2,35,online,sayu,2,2,N1
1,4.836,lex,l2_18,a,l2,36,online,niHON,2,4,N1
1,6.996,lex,l2_18,v,l2,37,online,rubi,2,2,N1
1,3.752,lex,l2_18,s,l2,38,online,gaado,1,3,N1
0,7.262,lex,l2_18,s,l2,39,online,kamu,1,2,N1
1,2.651,lex,l2_18,s,l2,40,online,gaki,1,2,N1
1,1.14,lex,l2_18,v,l2,41,online,rubii,1,3,N1
1,1.257,lex,l2_18,a,l2,42,online,Sake,1,3,N1
1,1.671,lex,l2_18,s,l2,43,online,gamu,1,2,N1
1,1.665,lex,l2_18,v,l2,44,online,isei,2,3,N1
1,1.344,lex,l2_18,v,l2,45,online,biiru,1,3,N1
1,2.079,lex,l2_18,v,l2,46,online,yuuri,1,3,N1
1,4.348,lex,l2_18,a,l2,47,online,haSHI,2,2,N1
1,1.484,lex,l2_18,v,l2,48,online,kado,1,2,N1
1,5.924,lex,l2_18,a,l2,49,online,KAmi,1,2,N1
1,3.785,lex,l2_18,s,l2,50,online,kankoku,1,4,N1
1,19.375,lex,l2_18,v,l2,51,online,tousho,1,3,N1
1,2.131,lex,l2_18,a,l2,52,online,oKU,2,2,N1
1,1.435,lex,l2_18,s,l2,53,online,kinkou,1,4,N1
1,2.033,lex,l2_18,a,l2,54,online,kuRASU,2,3,N1
1,1.998,lex,l2_18,s,l2,55,online,ginkou,1,4,N1
1,2.166,lex,l2_18,v,l2,56,online,seito,1,3,N1
1,1.932,lex,l2_18,s,l2,57,online,gantan,1,4,N1
1,3.127,lex,l2_18,a,l2,58,online,iCHI,2,2,N1
1,8.34,lex,l2_18,s,l2,59,online,gakkou,1,4,N1
1,2.585,lex,l2_18,s,l2,60,online,kenkou,1,4,N1
1,1.416,lex,l2_19,v,l2,1,online,sayuu,2,3,NO
1,2.16,lex,l2_19,a,l2,2,online,Oku,1,2,NO
0,1.647,lex,l2_19,s,l2,3,online,kaki,1,2,NO
1,1.215,lex,l2_19,v,l2,4,online,rika,2,2,NO
0,2.36,lex,l2_19,s,l2,5,online,kaikoku,1,4,NO
1,5.469,lex,l2_19,a,l2,6,online,aME,2,2,NO
1,3.19,lex,l2_19,v,l2,7,online,kaado,1,3,NO
1,2.016,lex,l2_19,a,l2,8,online,HAshi,1,2,NO
1,1.085,lex,l2_19,a,l2,9,online,Kaeru,1,3,NO
1,5.43,lex,l2_19,s,l2,10,online,garasu,1,3,NO
1,2.226,lex,l2_19,v,l2,11,online,biru,1,2,NO
1,1.92,lex,l2_19,v,l2,12,online,tosho,1,2,NO
1,1.746,lex,l2_19,v,l2,13,online,katou,2,3,NO
1,1.983,lex,l2_19,v,l2,14,online,yuri,1,2,NO
1,2.057,lex,l2_19,v,l2,15,online,ise,2,2,NO
1,7.977,lex,l2_19,a,l2,16,online,kaERU,2,3,NO
1,2.728,lex,l2_19,s,l2,17,online,genkou,1,4,NO
1,1.479,lex,l2_19,a,l2,18,online,Ishi,1,2,NO
0,4.914,lex,l2_19,a,l2,19,online,Ichi,1,2,NO
1,1.359,lex,l2_19,a,l2,20,online,saKE,2,2,NO
1,1.271,lex,l2_19,a,l2,21,online,kaMI,2,2,NO
0,8.394,lex,l2_19,s,l2,22,online,kaado,1,3,NO
1,2.46,lex,l2_19,v,l2,23,online,kato,2,2,NO
1,2.512,lex,l2_19,v,l2,24,online,seto,1,2,NO
1,1.434,lex,l2_19,v,l2,25,online,rikaa,2,3,NO
1,2.099,lex,l2_19,s,l2,26,online,kakkou,1,4,NO
1,1.236,lex,l2_19,a,l2,27,online,KUrasu,1,3,NO
0,7.647,lex,l2_19,s,l2,28,online,kantan,1,4,NO
1,3.318,lex,l2_19,s,l2,29,online,gaikoku,1,4,NO
0,3.264,lex,l2_19,a,l2,30,online,Ame,1,2,NO
1,1.907,lex,l2_19,s,l2,31,online,kangoku,1,4,NO
1,5.456,lex,l2_19,a,l2,32,online,iSHI,2,2,NO
1,1.545,lex,l2_19,a,l2,33,online,NIhon,1,3,NO
1,1.151,lex,l2_19,s,l2,34,online,karasu,1,3,NO
1,1.26,lex,l2_19,v,l2,35,online,sayu,2,2,NO
1,1.394,lex,l2_19,a,l2,36,online,niHON,2,4,NO
1,2.523,lex,l2_19,v,l2,37,online,rubi,2,2,NO
1,1.76,lex,l2_19,s,l2,38,online,gaado,1,3,NO
1,2.899,lex,l2_19,s,l2,39,online,kamu,1,2,NO
1,2.028,lex,l2_19,s,l2,40,online,gaki,1,2,NO
1,1.884,lex,l2_19,v,l2,41,online,rubii,1,3,NO
1,1.443,lex,l2_19,a,l2,42,online,Sake,1,3,NO
1,1.605,lex,l2_19,s,l2,43,online,gamu,1,2,NO
1,1.472,lex,l2_19,v,l2,44,online,isei,2,3,NO
1,2.101,lex,l2_19,v,l2,45,online,biiru,1,3,NO
0,4.438,lex,l2_19,v,l2,46,online,yuuri,1,3,NO
1,2.101,lex,l2_19,a,l2,47,online,haSHI,2,2,NO
1,2.839,lex,l2_19,v,l2,48,online,kado,1,2,NO
1,6.472,lex,l2_19,a,l2,49,online,KAmi,1,2,NO
1,4.382,lex,l2_19,s,l2,50,online,kankoku,1,4,NO
1,12.878,lex,l2_19,v,l2,51,online,tousho,1,3,NO
1,1.452,lex,l2_19,a,l2,52,online,oKU,2,2,NO
1,3.883,lex,l2_19,s,l2,53,online,kinkou,1,4,NO
1,2.697,lex,l2_19,a,l2,54,online,kuRASU,2,3,NO
1,1.381,lex,l2_19,s,l2,55,online,ginkou,1,4,NO
1,1.182,lex,l2_19,v,l2,56,online,seito,1,3,NO
1,2.154,lex,l2_19,s,l2,57,online,gantan,1,4,NO
1,2.085,lex,l2_19,a,l2,58,online,iCHI,2,2,NO
1,1.758,lex,l2_19,s,l2,59,online,gakkou,1,4,NO
1,2.976,lex,l2_19,s,l2,60,online,kenkou,1,4,NO
1,1.9,lex,l2_20,v,l2,1,online,sayuu,2,3,N2
1,2.758,lex,l2_20,a,l2,2,online,Oku,1,2,N2
0,2.501,lex,l2_20,s,l2,3,online,kaki,1,2,N2
1,2.027,lex,l2_20,v,l2,4,online,rika,2,2,N2
1,3.1,lex,l2_20,s,l2,5,online,kaikoku,1,4,N2
1,4.649,lex,l2_20,a,l2,6,online,aME,2,2,N2
1,3.238,lex,l2_20,v,l2,7,online,kaado,1,3,N2
1,1.5,lex,l2_20,a,l2,8,online,HAshi,1,2,N2
1,1.448,lex,l2_20,a,l2,9,online,Kaeru,1,3,N2
1,1.892,lex,l2_20,s,l2,10,online,garasu,1,3,N2
1,2.816,lex,l2_20,v,l2,11,online,biru,1,2,N2
1,1.246,lex,l2_20,v,l2,12,online,tosho,1,2,N2
1,1.429,lex,l2_20,v,l2,13,online,katou,2,3,N2
1,2.932,lex,l2_20,v,l2,14,online,yuri,1,2,N2
0,3.201,lex,l2_20,v,l2,15,online,ise,2,2,N2
1,1.766,lex,l2_20,a,l2,16,online,kaERU,2,3,N2
1,2.073,lex,l2_20,s,l2,17,online,genkou,1,4,N2
1,3.6,lex,l2_20,a,l2,18,online,Ishi,1,2,N2
1,1.6,lex,l2_20,a,l2,19,online,Ichi,1,2,N2
1,1.8,lex,l2_20,a,l2,20,online,saKE,2,2,N2
1,1.545,lex,l2_20,a,l2,21,online,kaMI,2,2,N2
1,2.191,lex,l2_20,s,l2,22,online,kaado,1,3,N2
1,1.659,lex,l2_20,v,l2,23,online,kato,2,2,N2
1,3.579,lex,l2_20,v,l2,24,online,seto,1,2,N2
1,1.372,lex,l2_20,v,l2,25,online,rikaa,2,3,N2
1,2.568,lex,l2_20,s,l2,26,online,kakkou,1,4,N2
1,1.4,lex,l2_20,a,l2,27,online,KUrasu,1,3,N2
1,3.522,lex,l2_20,s,l2,28,online,kantan,1,4,N2
1,2.239,lex,l2_20,s,l2,29,online,gaikoku,1,4,N2
0,2.318,lex,l2_20,a,l2,30,online,Ame,1,2,N2
1,2.318,lex,l2_20,s,l2,31,online,kangoku,1,4,N2
1,2.058,lex,l2_20,a,l2,32,online,iSHI,2,2,N2
1,2.1,lex,l2_20,a,l2,33,online,NIhon,1,3,N2
1,1.722,lex,l2_20,s,l2,34,online,karasu,1,3,N2
1,3.461,lex,l2_20,v,l2,35,online,sayu,2,2,N2
1,2.684,lex,l2_20,a,l2,36,online,niHON,2,4,N2
1,1.775,lex,l2_20,v,l2,37,online,rubi,2,2,N2
1,2.06,lex,l2_20,s,l2,38,online,gaado,1,3,N2
1,1.935,lex,l2_20,s,l2,39,online,kamu,1,2,N2
1,1.572,lex,l2_20,s,l2,40,online,gaki,1,2,N2
1,2.232,lex,l2_20,v,l2,41,online,rubii,1,3,N2
1,2,lex,l2_20,a,l2,42,online,Sake,1,3,N2
1,1.571,lex,l2_20,s,l2,43,online,gamu,1,2,N2
1,1.452,lex,l2_20,v,l2,44,online,isei,2,3,N2
1,1.742,lex,l2_20,v,l2,45,online,biiru,1,3,N2
1,2.445,lex,l2_20,v,l2,46,online,yuuri,1,3,N2
1,1.89,lex,l2_20,a,l2,47,online,haSHI,2,2,N2
1,1.459,lex,l2_20,v,l2,48,online,kado,1,2,N2
1,3.586,lex,l2_20,a,l2,49,online,KAmi,1,2,N2
1,2.5,lex,l2_20,s,l2,50,online,kankoku,1,4,N2
0,1.649,lex,l2_20,v,l2,51,online,tousho,1,3,N2
1,1.675,lex,l2_20,a,l2,52,online,oKU,2,2,N2
1,4.572,lex,l2_20,s,l2,53,online,kinkou,1,4,N2
0,2.435,lex,l2_20,a,l2,54,online,kuRASU,2,3,N2
1,2.819,lex,l2_20,s,l2,55,online,ginkou,1,4,N2
1,1.172,lex,l2_20,v,l2,56,online,seito,1,3,N2
1,2.1,lex,l2_20,s,l2,57,online,gantan,1,4,N2
1,2.549,lex,l2_20,a,l2,58,online,iCHI,2,2,N2
1,2.983,lex,l2_20,s,l2,59,online,gakkou,1,4,N2
0,1.3,lex,l2_20,s,l2,60,online,kenkou,1,4,N2
1,1.941,lex,l2_21,v,l2,1,online,sayuu,2,3,N3
1,3.146,lex,l2_21,a,l2,2,online,Oku,1,2,N3
1,10.768,lex,l2_21,s,l2,3,online,kaki,1,2,N3
1,1.057,lex,l2_21,v,l2,4,online,rika,2,2,N3
1,10.5,lex,l2_21,s,l2,5,online,kaikoku,1,4,N3
1,11.899,lex,l2_21,a,l2,6,online,aME,2,2,N3
0,4.838,lex,l2_21,v,l2,7,online,kaado,1,3,N3
1,1.33,lex,l2_21,a,l2,8,online,HAshi,1,2,N3
1,1.3,lex,l2_21,a,l2,9,online,Kaeru,1,3,N3
1,4.691,lex,l2_21,s,l2,10,online,garasu,1,3,N3
1,2.541,lex,l2_21,v,l2,11,online,biru,1,2,N3
1,2.674,lex,l2_21,v,l2,12,online,tosho,1,2,N3
1,0.944,lex,l2_21,v,l2,13,online,katou,2,3,N3
1,1.575,lex,l2_21,v,l2,14,online,yuri,1,2,N3
1,5.327,lex,l2_21,v,l2,15,online,ise,2,2,N3
1,2.439,lex,l2_21,a,l2,16,online,kaERU,2,3,N3
1,3.101,lex,l2_21,s,l2,17,online,genkou,1,4,N3
0,1.216,lex,l2_21,a,l2,18,online,Ishi,1,2,N3
1,6.027,lex,l2_21,a,l2,19,online,Ichi,1,2,N3
0,3.027,lex,l2_21,a,l2,20,online,saKE,2,2,N3
1,0.956,lex,l2_21,a,l2,21,online,kaMI,2,2,N3
0,2.949,lex,l2_21,s,l2,22,online,kaado,1,3,N3
1,2.5,lex,l2_21,v,l2,23,online,kato,2,2,N3
1,2.848,lex,l2_21,v,l2,24,online,seto,1,2,N3
1,1.54,lex,l2_21,v,l2,25,online,rikaa,2,3,N3
1,3.094,lex,l2_21,s,l2,26,online,kakkou,1,4,N3
1,2.243,lex,l2_21,a,l2,27,online,KUrasu,1,3,N3
1,7.182,lex,l2_21,s,l2,28,online,kantan,1,4,N3
0,8.382,lex,l2_21,s,l2,29,online,gaikoku,1,4,N3
1,1.325,lex,l2_21,a,l2,30,online,Ame,1,2,N3
1,1.201,lex,l2_21,s,l2,31,online,kangoku,1,4,N3
1,5.97,lex,l2_21,a,l2,32,online,iSHI,2,2,N3
1,1.473,lex,l2_21,a,l2,33,online,NIhon,1,3,N3
1,0.998,lex,l2_21,s,l2,34,online,karasu,1,3,N3
1,1.489,lex,l2_21,v,l2,35,online,sayu,2,2,N3
1,3.64,lex,l2_21,a,l2,36,online,niHON,2,4,N3
1,1.875,lex,l2_21,v,l2,37,online,rubi,2,2,N3
1,1.248,lex,l2_21,s,l2,38,online,gaado,1,3,N3
0,3.63,lex,l2_21,s,l2,39,online,kamu,1,2,N3
1,1.254,lex,l2_21,s,l2,40,online,gaki,1,2,N3
1,4.2,lex,l2_21,v,l2,41,online,rubii,1,3,N3
1,1.2,lex,l2_21,a,l2,42,online,Sake,1,3,N3
1,1.758,lex,l2_21,s,l2,43,online,gamu,1,2,N3
1,1.233,lex,l2_21,v,l2,44,online,isei,2,3,N3
1,1.199,lex,l2_21,v,l2,45,online,biiru,1,3,N3
1,1.268,lex,l2_21,v,l2,46,online,yuuri,1,3,N3
1,6.769,lex,l2_21,a,l2,47,online,haSHI,2,2,N3
1,1.17,lex,l2_21,v,l2,48,online,kado,1,2,N3
0,6.363,lex,l2_21,a,l2,49,online,KAmi,1,2,N3
1,2.001,lex,l2_21,s,l2,50,online,kankoku,1,4,N3
1,5.867,lex,l2_21,v,l2,51,online,tousho,1,3,N3
1,1.389,lex,l2_21,a,l2,52,online,oKU,2,2,N3
1,3.349,lex,l2_21,s,l2,53,online,kinkou,1,4,N3
1,1.748,lex,l2_21,a,l2,54,online,kuRASU,2,3,N3
1,2.191,lex,l2_21,s,l2,55,online,ginkou,1,4,N3
1,1.255,lex,l2_21,v,l2,56,online,seito,1,3,N3
1,4.794,lex,l2_21,s,l2,57,online,gantan,1,4,N3
1,3.7,lex,l2_21,a,l2,58,online,iCHI,2,2,N3
1,2.493,lex,l2_21,s,l2,59,online,gakkou,1,4,N3
1,2.723,lex,l2_21,s,l2,60,online,kenkou,1,4,N3
1,3.927,lex,l2_22,v,l2,1,online,sayuu,2,3,N2
0,3.11,lex,l2_22,a,l2,2,online,Oku,1,2,N2
0,2.075,lex,l2_22,s,l2,3,online,kaki,1,2,N2
1,1.277,lex,l2_22,v,l2,4,online,rika,2,2,N2
0,1.592,lex,l2_22,s,l2,5,online,kaikoku,1,4,N2
0,3.699,lex,l2_22,a,l2,6,online,aME,2,2,N2
1,5.952,lex,l2_22,v,l2,7,online,kaado,1,3,N2
1,1.318,lex,l2_22,a,l2,8,online,HAshi,1,2,N2
1,0.891,lex,l2_22,a,l2,9,online,Kaeru,1,3,N2
1,1.245,lex,l2_22,s,l2,10,online,garasu,1,3,N2
1,1.528,lex,l2_22,v,l2,11,online,biru,1,2,N2
1,1.424,lex,l2_22,v,l2,12,online,tosho,1,2,N2
1,1.285,lex,l2_22,v,l2,13,online,katou,2,3,N2
1,1.264,lex,l2_22,v,l2,14,online,yuri,1,2,N2
1,1.713,lex,l2_22,v,l2,15,online,ise,2,2,N2
0,1.5,lex,l2_22,a,l2,16,online,kaERU,2,3,N2
1,2.791,lex,l2_22,s,l2,17,online,genkou,1,4,N2
1,1.42,lex,l2_22,a,l2,18,online,Ishi,1,2,N2
0,4.051,lex,l2_22,a,l2,19,online,Ichi,1,2,N2
1,6.208,lex,l2_22,a,l2,20,online,saKE,2,2,N2
1,1.055,lex,l2_22,a,l2,21,online,kaMI,2,2,N2
0,1.258,lex,l2_22,s,l2,22,online,kaado,1,3,N2
0,3.444,lex,l2_22,v,l2,23,online,kato,2,2,N2
1,4.785,lex,l2_22,v,l2,24,online,seto,1,2,N2
1,1.153,lex,l2_22,v,l2,25,online,rikaa,2,3,N2
1,2.544,lex,l2_22,s,l2,26,online,kakkou,1,4,N2
1,1.055,lex,l2_22,a,l2,27,online,KUrasu,1,3,N2
0,8.449,lex,l2_22,s,l2,28,online,kantan,1,4,N2
1,1.513,lex,l2_22,s,l2,29,online,gaikoku,1,4,N2
0,5.452,lex,l2_22,a,l2,30,online,Ame,1,2,N2
1,0.988,lex,l2_22,s,l2,31,online,kangoku,1,4,N2
0,2.344,lex,l2_22,a,l2,32,online,iSHI,2,2,N2
1,1.195,lex,l2_22,a,l2,33,online,NIhon,1,3,N2
1,0.85,lex,l2_22,s,l2,34,online,karasu,1,3,N2
1,0.826,lex,l2_22,v,l2,35,online,sayu,2,2,N2
1,1.173,lex,l2_22,a,l2,36,online,niHON,2,4,N2
1,2.162,lex,l2_22,v,l2,37,online,rubi,2,2,N2
1,7.501,lex,l2_22,s,l2,38,online,gaado,1,3,N2
1,0.994,lex,l2_22,s,l2,39,online,kamu,1,2,N2
1,0.967,lex,l2_22,s,l2,40,online,gaki,1,2,N2
1,1.937,lex,l2_22,v,l2,41,online,rubii,1,3,N2
1,1.137,lex,l2_22,a,l2,42,online,Sake,1,3,N2
1,1.591,lex,l2_22,s,l2,43,online,gamu,1,2,N2
1,1.479,lex,l2_22,v,l2,44,online,isei,2,3,N2
1,1.101,lex,l2_22,v,l2,45,online,biiru,1,3,N2
1,1.629,lex,l2_22,v,l2,46,online,yuuri,1,3,N2
1,1.789,lex,l2_22,a,l2,47,online,haSHI,2,2,N2
1,1.178,lex,l2_22,v,l2,48,online,kado,1,2,N2
0,3.1,lex,l2_22,a,l2,49,online,KAmi,1,2,N2
1,1.161,lex,l2_22,s,l2,50,online,kankoku,1,4,N2
1,4.196,lex,l2_22,v,l2,51,online,tousho,1,3,N2
1,1.077,lex,l2_22,a,l2,52,online,oKU,2,2,N2
1,1.422,lex,l2_22,a,l2,54,online,kuRASU,2,3,N2
0,1.998,lex,l2_22,v,l2,56,online,seito,1,3,N2
0,3.323,lex,l2_22,s,l2,57,online,gantan,1,4,N2
1,1.676,lex,l2_22,a,l2,58,online,iCHI,2,2,N2
1,1.541,lex,l2_22,s,l2,59,online,gakkou,1,4,N2
0,2.355,lex,l2_22,s,l2,60,online,kenkou,1,4,N2
1,1.679,lex,l2_23,v,l2,1,online,sayuu,2,3,N2
1,1.736,lex,l2_23,a,l2,2,online,Oku,1,2,N2
0,5.201,lex,l2_23,s,l2,3,online,kaki,1,2,N2
1,1.186,lex,l2_23,v,l2,4,online,rika,2,2,N2
0,1.777,lex,l2_23,s,l2,5,online,kaikoku,1,4,N2
0,3.738,lex,l2_23,a,l2,6,online,aME,2,2,N2
1,11.684,lex,l2_23,v,l2,7,online,kaado,1,3,N2
1,1.226,lex,l2_23,a,l2,8,online,HAshi,1,2,N2
1,2.227,lex,l2_23,a,l2,9,online,Kaeru,1,3,N2
1,2.887,lex,l2_23,s,l2,10,online,garasu,1,3,N2
1,1.781,lex,l2_23,v,l2,11,online,biru,1,2,N2
1,1.147,lex,l2_23,v,l2,12,online,tosho,1,2,N2
1,1.3,lex,l2_23,v,l2,13,online,katou,2,3,N2
1,1.648,lex,l2_23,v,l2,14,online,yuri,1,2,N2
1,1.986,lex,l2_23,v,l2,15,online,ise,2,2,N2
1,1.794,lex,l2_23,a,l2,16,online,kaERU,2,3,N2
1,2.592,lex,l2_23,s,l2,17,online,genkou,1,4,N2
1,1.615,lex,l2_23,a,l2,18,online,Ishi,1,2,N2
1,2.264,lex,l2_23,a,l2,19,online,Ichi,1,2,N2
0,2.156,lex,l2_23,a,l2,20,online,saKE,2,2,N2
1,1.282,lex,l2_23,a,l2,21,online,kaMI,2,2,N2
1,2.34,lex,l2_23,s,l2,22,online,kaado,1,3,N2
1,1.3,lex,l2_23,v,l2,23,online,kato,2,2,N2
1,2.19,lex,l2_23,v,l2,24,online,seto,1,2,N2
1,1.144,lex,l2_23,v,l2,25,online,rikaa,2,3,N2
1,1.556,lex,l2_23,s,l2,26,online,kakkou,1,4,N2
1,5.8,lex,l2_23,a,l2,27,online,KUrasu,1,3,N2
0,10.614,lex,l2_23,s,l2,28,online,kantan,1,4,N2
1,4.739,lex,l2_23,s,l2,29,online,gaikoku,1,4,N2
0,15.345,lex,l2_23,a,l2,30,online,Ame,1,2,N2
1,1.772,lex,l2_23,s,l2,31,online,kangoku,1,4,N2
0,4.45,lex,l2_23,a,l2,32,online,iSHI,2,2,N2
1,1.627,lex,l2_23,a,l2,33,online,NIhon,1,3,N2
1,1.193,lex,l2_23,s,l2,34,online,karasu,1,3,N2
1,1.824,lex,l2_23,v,l2,35,online,sayu,2,2,N2
1,8.637,lex,l2_23,a,l2,36,online,niHON,2,4,N2
1,1.946,lex,l2_23,v,l2,37,online,rubi,2,2,N2
1,1.599,lex,l2_23,s,l2,38,online,gaado,1,3,N2
0,4.455,lex,l2_23,s,l2,39,online,kamu,1,2,N2
1,1.561,lex,l2_23,s,l2,40,online,gaki,1,2,N2
1,1.627,lex,l2_23,v,l2,41,online,rubii,1,3,N2
1,3.4,lex,l2_23,a,l2,42,online,Sake,1,3,N2
1,1.858,lex,l2_23,s,l2,43,online,gamu,1,2,N2
1,0.924,lex,l2_23,v,l2,44,online,isei,2,3,N2
1,1.655,lex,l2_23,v,l2,45,online,biiru,1,3,N2
1,10.515,lex,l2_23,v,l2,46,online,yuuri,1,3,N2
0,6.9,lex,l2_23,a,l2,47,online,haSHI,2,2,N2
1,1,lex,l2_23,v,l2,48,online,kado,1,2,N2
1,4.712,lex,l2_23,a,l2,49,online,KAmi,1,2,N2
0,5.14,lex,l2_23,s,l2,50,online,kankoku,1,4,N2
1,3.95,lex,l2_23,v,l2,51,online,tousho,1,3,N2
1,1.45,lex,l2_23,a,l2,52,online,oKU,2,2,N2
1,1.428,lex,l2_23,s,l2,53,online,kinkou,1,4,N2
0,2.149,lex,l2_23,a,l2,54,online,kuRASU,2,3,N2
1,3.7,lex,l2_23,s,l2,55,online,ginkou,1,4,N2
1,1.999,lex,l2_23,v,l2,56,online,seito,1,3,N2
0,6.824,lex,l2_23,s,l2,57,online,gantan,1,4,N2
1,2.879,lex,l2_23,a,l2,58,online,iCHI,2,2,N2
1,1.991,lex,l2_23,s,l2,59,online,gakkou,1,4,N2
0,3.782,lex,l2_23,s,l2,60,online,kenkou,1,4,N2
0,4.401,lex,n_7,v,l1,1,online,sayuu,2,3,NS
1,1.504,lex,n_7,a,l1,2,online,Oku,1,2,NS
1,2.383,lex,n_7,s,l1,3,online,kaki,1,2,NS
1,3.401,lex,n_7,v,l1,4,online,rika,2,2,NS
1,4.746,lex,n_7,s,l1,5,online,kaikoku,1,4,NS
1,1.896,lex,n_7,a,l1,6,online,aME,2,2,NS
1,1.174,lex,n_7,v,l1,7,online,kaado,1,3,NS
1,4.799,lex,n_7,a,l1,8,online,HAshi,1,2,NS
1,3.355,lex,n_7,a,l1,9,online,Kaeru,1,3,NS
1,4.968,lex,n_7,s,l1,10,online,garasu,1,3,NS
1,2.935,lex,n_7,v,l1,11,online,biru,1,2,NS
1,4.501,lex,n_7,v,l1,12,online,tosho,1,2,NS
1,2.479,lex,n_7,v,l1,13,online,katou,2,3,NS
1,4.464,lex,n_7,v,l1,14,online,yuri,1,2,NS
1,1.405,lex,n_7,v,l1,15,online,ise,2,2,NS
1,5.701,lex,n_7,a,l1,16,online,kaERU,2,3,NS
1,4.639,lex,n_7,s,l1,17,online,genkou,1,4,NS
1,4.086,lex,n_7,a,l1,18,online,Ishi,1,2,NS
1,6.884,lex,n_7,a,l1,19,online,Ichi,1,2,NS
1,6.673,lex,n_7,a,l1,20,online,saKE,2,2,NS
1,4.7,lex,n_7,a,l1,21,online,kaMI,2,2,NS
1,2.965,lex,n_7,s,l1,22,online,kaado,1,3,NS
1,4.201,lex,n_7,v,l1,23,online,kato,2,2,NS
1,1.051,lex,n_7,v,l1,24,online,seto,1,2,NS
1,3.09,lex,n_7,v,l1,25,online,rikaa,2,3,NS
1,6.701,lex,n_7,s,l1,26,online,kakkou,1,4,NS
1,5.639,lex,n_7,a,l1,27,online,KUrasu,1,3,NS
1,4.341,lex,n_7,s,l1,28,online,kantan,1,4,NS
1,6.016,lex,n_7,s,l1,29,online,gaikoku,1,4,NS
1,0.687,lex,n_7,a,l1,30,online,Ame,1,2,NS
1,4.8,lex,n_7,s,l1,31,online,kangoku,1,4,NS
1,4.2,lex,n_7,a,l1,32,online,iSHI,2,2,NS
